Name,Lat,Lon,country,state,Population
Pakpattan,30.34104,73.38664,PK,4,126706
Paharpur,32.10384,70.97235,PK,3,17294
Pad Idan,26.77475,68.30197,PK,5,20919
Pabbi,34.01056,71.79889,PK,3,37307
Okara,30.80806,73.44583,PK,4,223648
Nushki,29.55423,66.02148,PK,2,27680
Nawabshah,26.24833,68.40955,PK,5,229504
Naushahro Firoz,26.84238,68.12298,PK,5,17631
Naushahra Virkan,31.96283,73.97225,PK,4,40853
Naudero,27.66477,68.36217,PK,5,33455
Nasirabad,27.38091,67.91678,PK,5,27809
Narowal,32.1,74.88333,PK,4,68291
Narang,31.9132,74.51756,PK,4,34778
Naukot,24.85869,69.40238,PK,5,22081
Nankana Sahib,31.4475,73.69722,PK,4,56366
Muzaffargarh,30.07537,71.19213,PK,4,165192
Muzaffarabad,34.37002,73.47082,PK,6,725000
Mustafabad,30.89222,73.49889,PK,4,45795
Murree,33.90836,73.3903,PK,4,25247
Muridke,31.8025,74.26167,PK,4,164246
Multan,30.19556,71.47528,PK,4,1437230
Moro,26.66459,68.00156,PK,5,76765
Mithi,24.73183,69.79811,PK,5,23431
Mitha Tiwana,32.24861,72.11083,PK,4,26390
Mirpur Mathelo,28.02271,69.54886,PK,5,49311
Mirpur Khas,25.5251,69.0159,PK,5,215657
Mingora,34.7795,72.36265,PK,3,279914
Minchinabad,30.163,73.56854,PK,4,29253
Mianwali,32.57409,71.52639,PK,4,89570
Mian Channun,30.44004,72.35431,PK,4,76226
Mehrabpur,28.1085,68.0254,PK,2,35263
Mehar,27.18067,67.82288,PK,5,30429
Matli,25.04312,68.65568,PK,5,50398
Matiari,25.59609,68.44666,PK,5,18929
Mastung,29.79936,66.84505,PK,2,29082
Mardan,34.20195,72.05254,PK,3,300424
Mansehra,34.33333,73.2,PK,3,66486
Mangla,31.89306,72.38167,PK,4,16264
Mandi Bahauddin,32.58339,73.48431,PK,4,129733
Mananwala,31.58417,73.68778,PK,4,28432
Mamu Kanjan,30.83333,72.8,PK,4,31914
Malir Cantonment,24.9424,67.2066,PK,5,300000
Malakwal,32.55362,73.21234,PK,4,34589
Mailsi,29.80028,72.17583,PK,4,64545
Mach,29.86371,67.32979,PK,2,16930
Loralai,30.37053,68.59798,PK,2,37787
Lodhran,29.54051,71.63357,PK,4,97249
Leiah,30.96128,70.93904,PK,4,78954
Larkana,27.55508,68.21414,PK,5,364033
Lalian,31.82414,72.79971,PK,4,31355
Lala Musa,32.70235,73.96,PK,4,65197
Lakki Marwat,32.60795,70.91142,PK,3,36391
Lahore,31.54972,74.34361,PK,4,6310888
Ladhewala Waraich,32.15656,74.11701,PK,4,39757
Lachi,33.38325,71.33858,PK,3,18537
Kunri,25.17847,69.56913,PK,5,26773
Kunjah,32.52848,73.97368,PK,4,28103
Kundian,32.45872,71.47754,PK,4,35406
Kulachi,31.92861,70.45917,PK,3,22376
Kot Samaba,28.55221,70.46837,PK,4,22953
Kotri,25.366,68.31216,PK,5,72672
Kot Radha Kishan,31.1725,74.09972,PK,4,45938
Kot Mumin,32.18954,73.02797,PK,4,38355
Kot Malik,30.19438,66.99299,PK,2,69359
Kotli Loharan,32.5883,74.49321,PK,4,21463
Kotli,33.51667,73.91667,PK,6,640000
Kot Ghulam Muhammad,32.33298,74.54798,PK,4,20897
Kot Diji,27.34272,68.70834,PK,5,25616
Kot Addu,30.4692,70.96714,PK,4,104217
Kohat,33.58196,71.44929,PK,3,151427
Khushab,32.29667,72.3525,PK,4,102793
Khurrianwala,31.50056,73.26667,PK,4,35292
Khewra,32.64793,73.01058,PK,4,32620
Kharian,32.81493,73.86359,PK,4,81435
Kharan,28.58333,65.41667,PK,2,30841
Khanpur,28.64534,70.6567,PK,4,142426
Khanpur,27.84358,69.41373,PK,5,22273
Khangarh,29.9173,71.16184,PK,4,19698
Khangah Dogran,31.83167,73.62306,PK,4,30314
Khalabat,34.06,72.88944,PK,3,39148
Khairpur Nathan Shah,27.09359,67.73366,PK,5,30286
Khairpur,29.58111,72.23639,PK,4,30967
Khairpur,28.06526,69.70076,PK,5,40083
Kasur,31.11556,74.44667,PK,4,290643
Kashmor,28.43333,69.58333,PK,5,33732
Karor,31.22741,70.94923,PK,4,25634
Karachi,24.9056,67.0822,PK,5,11624219
Kanganpur,30.76629,74.12311,PK,4,21788
Kandiaro,27.06011,68.20909,PK,5,26807
Kandhkot,28.24396,69.18235,PK,5,88468
Kamra,33.74734,73.51107,PK,4,43779
Kamoke,31.97444,74.22444,PK,4,199531
Kamir,30.43333,73.05,PK,4,24053
Kamar Mushani,32.84389,71.36694,PK,4,15867
Kamalia,30.73333,72.65,PK,4,112426
Kalur Kot,32.15639,71.25944,PK,4,25574
Kallar Kahar,32.78333,72.7,PK,4,15800
Kaleke Mandi,31.97717,73.60259,PK,4,16361
Kalat,29.02251,66.5916,PK,2,26701
Kalabagh,32.965,71.55697,PK,4,15976
Kahuta,33.5913,73.38676,PK,4,22551
Kohror Pakka,29.62382,71.91673,PK,4,69743
Kahna,31.36917,74.36528,PK,4,45888
Kabirwala,30.40677,71.8667,PK,4,60782
Johi,26.69206,67.6133,PK,5,16311
Jiwani,25.04992,61.74681,PK,2,16322
Jhumra,31.56781,73.18347,PK,4,37214
Jhol,25.95507,68.88821,PK,5,16067
Jhelum,32.93313,73.72637,PK,4,164080
Jhawarian,32.36139,72.62278,PK,4,27893
Jhang Sadr,31.27154,72.32842,PK,4,341210
Jauharabad,32.2898,72.2813,PK,4,46545
Jatoi Shimali,29.51654,70.85032,PK,4,47144
Jaranwala,31.33333,73.43333,PK,4,119785
Jand,33.42985,72.01928,PK,4,18170
Jampur,29.64414,70.59544,PK,4,63791
Jalalpur Pirwala,29.50687,71.21917,PK,4,37393
Jalalpur,32.63744,74.21829,PK,4,93883
Jahanian Shah,31.80552,72.27711,PK,4,29095
Jacobabad,28.281,68.43876,PK,5,170588
Islamabad,33.72148,73.04329,PK,8,601600
Hyderabad,25.39242,68.37366,PK,5,1386330
Hujra,30.74179,73.82358,PK,4,61546
Hingorja,27.21088,68.41598,PK,5,22263
Hazro,33.90914,72.49212,PK,4,26309
Havelian,34.0536,73.16571,PK,3,40481
Haveli,30.45016,73.69888,PK,4,65289
Hasilpur,29.71222,72.55528,PK,4,88031
Hasan Abdal,30.43333,72.7,PK,4,45665
Haru Zbad,29.61333,73.13889,PK,4,72432
Harnoli,32.27917,71.55389,PK,4,15669
Haripur,33.99997,72.93409,PK,3,56977
Hangu,33.53198,71.0595,PK,3,36150
Hala,25.81308,68.42273,PK,5,47915
Hafizabad,32.06786,73.68545,PK,4,153656
Hadali,32.64132,74.56904,PK,4,49663
Gwadar,25.12163,62.32541,PK,2,51901
Gujrat,32.57284,74.07897,PK,4,301506
Gujranwala,32.16167,74.18831,PK,4,1384471
Gujar Khan,33.25579,73.30255,PK,4,69374
Gojra,31.14874,72.68656,PK,4,139726
Ghotki,28.00604,69.31608,PK,5,64295
Ghauspur,28.13906,69.08305,PK,5,29767
Gharo,24.74241,67.58565,PK,5,19524
Garh Maharaja,30.83388,71.90529,PK,4,29153
Gambat,27.35145,68.52051,PK,5,34005
Fort Abbas,29.1925,72.85361,PK,4,40626
Fazalpur,32.18333,75.06667,PK,4,28213
Chak Two Hundred Forty-Nine TDA,31.17959,71.20946,PK,4,18126
Faruka,31.88722,72.4144,PK,4,21747
Faqirwali,29.46631,73.03403,PK,4,25186
Faisalabad,31.41667,73.08333,PK,4,2506595
Eminabad,32.04219,74.25943,PK,4,22679
Dunyapur,29.7995,71.71958,PK,4,34044
Dunga Bunga,29.74931,73.24324,PK,4,25893
Dullewala,31.83587,71.43625,PK,4,48682
Dir,35.20583,71.87556,PK,3,29869
Dipalpur,30.67091,73.65292,PK,4,74640
Dinga,32.63976,73.72201,PK,4,39784
Dijkot,31.21667,72.98333,PK,4,27469
Digri,25.15579,69.11129,PK,5,31842
Dhoro Naro,25.5,69.56667,PK,5,19907
Dhanot,29.57991,71.75213,PK,4,18729
Dera Ismail Khan,31.83269,70.9024,PK,3,101616
Dera Ghazi Khan,30.05614,70.63477,PK,4,236093
Dera Bugti,29.03069,69.15099,PK,2,18120
Daur,26.45834,68.31915,PK,5,17577
Daud Khel,32.87498,71.57013,PK,4,26395
Daska,32.32426,74.34974,PK,4,126924
Darya Khan,31.79123,71.10394,PK,4,15048
Dajal,29.55767,70.37615,PK,4,17630
Dadu,26.73287,67.77631,PK,5,139784
Dadhar,29.47527,67.65135,PK,2,15090
Chunian,30.96397,73.98029,PK,4,57312
Chuhar Kana,31.75,73.8,PK,4,69321
Chor,25.51667,69.76667,PK,5,16301
Choa Saidan Shah,32.72006,72.98486,PK,4,15344
Chishtian Mandi,29.8,72.86667,PK,4,122199
Chiniot,31.72,72.97889,PK,4,201781
Chichawatni,30.53333,72.7,PK,4,82762
Chawinda,32.34692,74.70612,PK,4,23599
Charsadda,34.144,71.7317,PK,3,95319
Chaman,30.92102,66.45975,PK,2,88568
Chakwal,32.93338,72.85853,PK,4,101200
Chak Azam Saffo,30.75,73.03333,PK,4,38216
Burewala,30.16667,72.65,PK,4,183915
Bhopalwala,32.42888,74.3633,PK,4,17341
Bhit Shah,25.80437,68.49265,PK,5,19325
Bhimbar,32.97568,74.07926,PK,6,342900
Bhera,32.48318,72.9097,PK,4,31781
Bhawana,31.56918,72.64899,PK,4,16218
Bhan,26.55831,67.72139,PK,5,16961
Bhalwal,32.27204,72.90425,PK,4,74744
Bhakkar,31.62525,71.06574,PK,4,81950
Bhai Pheru,31.2,73.95,PK,4,86900
Bela,26.2271,66.3111,PK,2,20119
Bat Khela,34.6178,71.97247,PK,3,46079
Basirpur,30.58319,73.829,PK,4,41617
Bannu,32.98541,70.6027,PK,3,49008
Bahawalpur,29.4,71.68333,PK,4,552607
Bahawalnagar,29.99866,73.2536,PK,4,126617
Badin,24.65599,68.83841,PK,5,73569
Baddomalhi,31.99283,74.66833,PK,4,18435
Attock City,33.77311,72.3741,PK,4,85479
Arifwala,30.29399,73.07354,PK,4,87360
Amangarh,34.00583,71.93,PK,3,25723
Alipur,29.38464,70.91157,PK,4,33601
Akora,34.00361,72.12611,PK,3,23288
Ahmadpur East,29.14309,71.25976,PK,4,116579
Abbottabad,34.14685,73.21449,PK,3,120000
Bahawalnagar,30.55083,73.39083,PK,4,126700
Nowshera Cantonment,33.99829,71.99834,PK,3,96766
Ahmadpur Sial,30.67539,71.74828,PK,4,24889
New Badah,27.34167,68.03194,PK,5,38855
Tando Ghulam Ali,25.13111,68.86759,PK,5,16299
Setharja Old,27.2127,68.46883,PK,5,32651
Risalpur,34.06186,71.99165,PK,3,37084
Malakwal City,32.55492,73.2122,PK,4,35000
Zyrardow,52.0488,20.44599,PL,78,41179
Zoliborz,52.26896,20.98644,PL,78,50934
Zielonka,52.30376,21.16018,PL,78,17518
Zamosc,50.72314,23.25196,PL,75,66034
Zambrow,52.9855,22.24319,PL,81,22857
Zabki,52.29271,21.10539,PL,78,23473
Wyszkow,52.59278,21.4584,PL,78,26628
Wolomin,52.34006,21.24207,PL,78,36592
Wola,52.2401,20.98869,PL,78,143996
Wlochy,52.17941,20.94612,PL,78,36276
Wieliczka,49.98738,20.06473,PL,77,18677
Wesola,52.25451,21.22407,PL,78,20000
Wawer,52.19656,21.17752,PL,78,62656
Warsaw,52.22977,21.01178,PL,78,1702139
Ursus,52.19517,20.88419,PL,78,47285
Tomaszow Mazowiecki,51.53131,20.00855,PL,74,67197
Tomaszow Lubelski,50.44767,23.41616,PL,75,20261
Tarnow,50.01381,20.98698,PL,77,117799
Tarnobrzeg,50.57304,21.67937,PL,80,50459
Targowek,52.29185,21.04845,PL,78,124316
Szczytno,53.56259,20.98747,PL,85,26044
Swidnik,51.21898,22.69621,PL,75,40050
Suwalki,54.11175,22.93087,PL,81,69222
Sulejowek,52.25221,21.26902,PL,78,18414
Staszow,50.56307,21.16593,PL,84,16137
Starachowice,51.0374,21.07126,PL,84,53739
Stalowa Wola,50.58286,22.05334,PL,80,66495
Srodmiescie,52.22904,21.01644,PL,78,134306
Sokolow Podlaski,52.40677,22.25307,PL,78,18241
Sokolka,53.40715,23.50228,PL,81,19079
Sochaczew,52.22944,20.23838,PL,78,38267
Skierniewice,51.95485,20.15837,PL,74,49042
Skarzysko-Kamienna,51.11311,20.87162,PL,84,49410
Siemiatycze,52.42719,22.86231,PL,81,15421
Siedlce,52.16772,22.29006,PL,78,77185
Sanok,49.55573,22.2056,PL,80,39684
Sandomierz,50.68265,21.74898,PL,84,25087
Rzeszow,50.04132,21.99901,PL,80,158382
Ropczyce,50.05229,21.60891,PL,80,15279
Rembertow,52.26059,21.16355,PL,78,21893
Rawa Mazowiecka,51.76437,20.25493,PL,74,17770
Radzyn Podlaski,51.78333,22.61667,PL,75,16071
Radom,51.40253,21.14714,PL,78,226794
Pultusk,52.7025,21.08276,PL,78,19039
Pulawy,51.41655,21.96939,PL,75,49759
Przeworsk,50.05912,22.49408,PL,80,15805
Przemysl,49.78498,22.76728,PL,80,67013
Przasnysz,53.01907,20.88029,PL,78,16718
Pruszkow,52.17072,20.81214,PL,78,55371
Plonsk,52.62348,20.37552,PL,78,22217
Pisz,53.62744,21.81253,PL,85,19232
Pionki,51.47604,21.44995,PL,78,19966
Piastow,52.18435,20.83952,PL,78,23290
Piaseczno,52.0814,21.02397,PL,78,36278
Otwock,52.10577,21.26129,PL,78,43388
Ostrow Mazowiecka,52.80245,21.89507,PL,78,22653
Ostrowiec Swietokrzyski,50.92936,21.38525,PL,84,73989
Ostroleka,53.08621,21.57566,PL,78,53740
Opoczno,51.37569,20.27827,PL,74,22592
Olsztyn,53.77995,20.49416,PL,85,171803
Olecko,54.03374,22.50704,PL,85,15923
Ochota,52.22096,20.98526,PL,78,93192
Nowy Targ,49.47783,20.03228,PL,77,33763
Nowy Sacz,49.62177,20.69705,PL,77,84376
Nowy Dwor Mazowiecki,52.43022,20.71652,PL,78,27633
Nisko,50.51987,22.13968,PL,80,15573
Mragowo,53.86437,21.30507,PL,85,21965
Mokotow,52.1934,21.03487,PL,78,212670
Mlawa,53.11278,20.3841,PL,78,29398
Minsk Mazowiecki,52.17935,21.57251,PL,78,37027
Milanowek,52.11879,20.67155,PL,78,15784
Mielec,50.28709,21.4239,PL,80,60993
Miedzyrzec Podlaski,51.9864,22.78248,PL,75,17158
Marki,52.32065,21.10474,PL,78,23177
Lukow,51.929,22.37956,PL,75,30465
Lublin,51.25,22.56667,PL,75,360044
Lubartow,51.46026,22.60952,PL,75,22839
Lomza,53.17806,22.05935,PL,81,63723
Lomianki,52.33413,20.88602,PL,78,15315
Lidzbark Warminski,54.12588,20.57954,PL,85,16540
Legionowo,52.40149,20.92664,PL,78,50786
Leczna,51.30121,22.88135,PL,75,21719
Lapy,52.9911,22.88422,PL,81,16434
Lancut,50.06871,22.22912,PL,80,18266
Krosno,49.68866,21.77058,PL,80,47784
Krasnystaw,50.98464,23.1742,PL,75,19532
Krasnik,50.9236,22.22706,PL,75,35834
Kozienice,51.58294,21.54779,PL,78,18677
Konstancin-Jeziorna,52.0938,21.11761,PL,78,16548
Konskie,51.19166,20.40607,PL,84,20756
Kobylka,52.33953,21.19589,PL,78,17659
Kielce,50.87033,20.62752,PL,84,208598
Ketrzyn,54.07676,21.37527,PL,85,28171
Kabaty,52.13012,21.08148,PL,78,25000
Jozefow,52.13707,21.23589,PL,78,17910
Jedrzejow,50.63945,20.30454,PL,84,16792
Jaslo,49.74506,21.47252,PL,80,37851
Jaroslaw,50.01623,22.67776,PL,80,40134
Hrubieszow,50.80502,23.89251,PL,75,18605
Hajnowka,52.74328,23.58122,PL,81,22157
Grodzisk Mazowiecki,52.10387,20.6337,PL,78,26684
Grajewo,53.64728,22.45537,PL,81,22803
Gorlice,49.65563,21.16035,PL,77,28609
Gizycko,54.03811,21.76441,PL,85,29972
Gierloz,54.08134,21.49551,PL,85,28351
Garwolin,51.89747,21.61466,PL,78,15912
Elk,53.82824,22.36469,PL,85,55769
Dzialdowo,53.23958,20.17004,PL,85,21127
Deblin,51.55912,21.84829,PL,75,17775
Debica,50.05146,21.41141,PL,80,47366
Ciechanow,52.88141,20.61996,PL,78,46438
Chelm,51.14312,23.4716,PL,75,68043
Busko-Zdroj,50.47078,20.71884,PL,84,17095
Brzesko,49.96911,20.60606,PL,77,16866
Bochnia,49.96905,20.43028,PL,77,29184
Bilgoraj,50.54114,22.72204,PL,75,26987
Bielsk Podlaski,52.76512,23.18647,PL,81,26493
Bielany,52.29242,20.93531,PL,78,134854
Bialystok,53.13333,23.16433,PL,81,291855
Bialoleka,52.32127,20.97204,PL,78,89324
Biala Podlaska,52.03238,23.11652,PL,75,57541
Bemowo,52.2546,20.90844,PL,78,102393
Bartoszyce,54.25354,20.80819,PL,85,25660
Augustow,53.84321,22.97979,PL,81,29752
Zywiec,49.68529,19.19243,PL,83,32132
Zory,50.04523,18.70062,PL,83,63174
Zlotow,53.36346,17.04082,PL,86,18395
Zlotoryja,51.12637,15.91979,PL,72,16612
Zielona Gora,51.93548,15.50643,PL,76,118433
Zgorzelec,51.14942,15.00835,PL,72,33247
Zgierz,51.85561,19.40623,PL,74,58036
Zdunska Wola,51.59915,18.93974,PL,74,44515
Zawiercie,50.48766,19.41679,PL,83,53159
Zary,51.64205,15.13727,PL,76,38779
Zakopane,49.29899,19.94885,PL,77,27580
Zagan,51.61759,15.31486,PL,76,26251
Zabrze,50.32492,18.78576,PL,83,192177
Zabkowice Slaskie,50.58969,16.81239,PL,72,16321
Wrzesnia,52.32512,17.56519,PL,86,28703
Wroclaw,51.1,17.03333,PL,72,634893
Wodzislaw Slaski,50.00377,18.47205,PL,83,49521
Wloclawek,52.64817,19.0678,PL,73,120339
Wielun,51.22097,18.56964,PL,74,24384
Wejherowo,54.60568,18.23559,PL,82,46820
Walcz,53.27787,16.47122,PL,87,25971
Walbrzych,50.77141,16.28432,PL,72,127431
Wagrowiec,52.80842,17.19961,PL,86,24428
Wadowice,49.88335,19.49292,PL,77,19238
Ustron,49.72153,18.80198,PL,83,15637
Ustka,54.58048,16.86194,PL,82,16250
Tychy,50.13717,18.96641,PL,83,130000
Turek,52.01548,18.50055,PL,86,29533
Trzebinia,50.15931,19.46966,PL,77,18828
Trzcianka,53.04063,16.45629,PL,86,16914
Torun,53.01375,18.59814,PL,73,208717
Tczew,54.09242,18.77787,PL,82,60133
Tarnowskie Gory,50.44548,18.86147,PL,83,60938
Szczecinek,53.70791,16.69937,PL,87,38496
Szczecin,53.42894,14.55302,PL,87,407811
Szamotuly,52.61201,16.57794,PL,86,18588
Swinoujscie,53.91053,14.24712,PL,87,40919
Swietochlowice,50.29636,18.91726,PL,83,55600
Swiebodzin,52.24751,15.53355,PL,76,21757
Swiecie,53.40953,18.44742,PL,73,25843
Swiebodzice,50.85975,16.3282,PL,72,23228
Swidwin,53.77464,15.77671,PL,87,16076
Swidnica,50.84378,16.48859,PL,72,60351
Swarzedz,52.41289,17.08503,PL,86,29010
Sulechow,52.08362,15.62513,PL,76,18055
Strzelce Opolskie,50.5107,18.30056,PL,79,20241
Strzegom,50.96264,16.35006,PL,72,17004
Starogard Gdanski,53.96396,18.52638,PL,82,48202
Stargard Szczecinski,53.33672,15.0499,PL,87,71224
Sroda Wielkopolska,52.22843,17.27617,PL,86,21757
Srem,52.08868,17.01508,PL,86,30404
Sosnowiec,50.28682,19.10385,PL,83,227295
Sopot,54.4418,18.56003,PL,82,40142
Solec Kujawski,53.08371,18.22572,PL,73,15125
Slupsk,54.46405,17.02872,PL,82,98608
Slubice,52.35088,14.56065,PL,76,17567
Skawina,49.97524,19.82869,PL,77,23647
Sierpc,52.8568,19.66913,PL,78,18866
Sieradz,51.59584,18.73023,PL,74,44436
Siemianowice Slaskie,50.32738,19.02901,PL,83,73121
Rypin,53.06603,19.40941,PL,73,16589
Rydultowy,50.05857,18.41703,PL,83,21887
Rybnik,50.09713,18.54179,PL,83,142510
Rumia,54.57092,18.38802,PL,82,44791
Ruda Slaska,50.2584,18.85632,PL,83,146189
Reda,54.60528,18.34717,PL,82,18116
Rawicz,51.60946,16.85852,PL,86,21380
Radzionkow,50.40026,18.90232,PL,83,17167
Radomsko,51.06713,19.44477,PL,74,49175
Radlin,50.0502,18.47626,PL,83,17479
Raciborz,50.09195,18.21928,PL,83,58464
Pyskowice,50.4,18.63333,PL,83,19018
Pszczyna,49.98037,18.95382,PL,83,25288
Pruszcz Gdanski,54.26217,18.63625,PL,82,23618
Prudnik,50.32124,17.57461,PL,79,23343
Poznan,52.40692,16.92993,PL,86,570352
Polkowice,51.50391,16.07261,PL,72,21565
Police,53.55214,14.57182,PL,87,34350
Plock,52.54682,19.70638,PL,78,127474
Pleszew,51.89636,17.78549,PL,86,17640
Piotrkow Trybunalski,51.40547,19.70321,PL,74,80128
Pila,53.15145,16.73782,PL,86,75532
Piekary Slaskie,50.38017,18.92653,PL,83,59757
Pabianice,51.66446,19.35473,PL,74,70542
Ozorkow,51.96336,19.29139,PL,74,20608
Oswiecim,50.03437,19.21037,PL,77,41143
Ostrow Wielkopolski,51.65501,17.80686,PL,86,72898
Ostroda,53.69671,19.96486,PL,85,33524
Orzesze,50.15595,18.77923,PL,83,18438
Opole,50.67211,17.92533,PL,79,127676
Olkusz,50.2813,19.56503,PL,77,37744
Olesnica,51.21338,17.38986,PL,72,36956
Olawa,50.9466,17.2926,PL,72,30898
Oborniki,52.64739,16.81406,PL,86,17915
Nysa,50.47379,17.33437,PL,79,47283
Nowy Tomysl,52.3195,16.12844,PL,86,15179
Nowogard,53.67437,15.1163,PL,87,16703
Nowa Sol,51.80333,15.71702,PL,76,40354
Nowa Ruda,50.58008,16.50164,PL,72,24753
Namyslow,51.07592,17.72284,PL,79,16376
Naklo nad Notecia,53.14214,17.60181,PL,73,19565
Myszkow,50.5752,19.32461,PL,83,33273
Myslowice,50.20745,19.16668,PL,83,75281
Myslenice,49.83383,19.9383,PL,77,17686
Mikolow,50.17103,18.9041,PL,83,38821
Miedzyrzecz,52.44461,15.57801,PL,76,18669
Malbork,54.03591,19.0266,PL,82,38655
Lubon,52.34705,16.89267,PL,86,26431
Lubliniec,50.66897,18.6844,PL,83,24133
Lubin,51.40089,16.20149,PL,72,77532
Luban,51.12014,15.28768,PL,72,22245
Lowicz,52.10714,19.94525,PL,74,29809
Lodz,51.75,19.46667,PL,74,768755
Libiaz,50.10396,19.31568,PL,77,17834
Leszno,51.84034,16.57494,PL,86,63565
Legnica,51.21006,16.1619,PL,72,106033
Ledziny,50.14264,19.13149,PL,83,16305
Leczyca,52.05959,19.19972,PL,74,15528
Lebork,54.53921,17.75012,PL,82,35161
Laziska Gorne,50.14952,18.84215,PL,83,21983
Lask,51.59056,19.13278,PL,74,18577
Kwidzyn,53.72495,18.93114,PL,82,37601
Kutno,52.23064,19.36409,PL,74,48323
Krotoszyn,51.69868,17.43738,PL,86,29231
Krapkowice,50.47515,17.96539,PL,79,18275
Krakow,50.06143,19.93658,PL,77,755050
Koszalin,54.19438,16.17222,PL,87,107450
Kostrzyn nad Odra,52.58713,14.64953,PL,76,18099
Koscierzyna,54.12226,17.98119,PL,82,23361
Koscian,52.08829,16.64866,PL,86,24096
Konstantynow Lodzki,51.74776,19.32564,PL,74,17415
Konin,52.22338,18.25121,PL,86,81258
Kolobrzeg,54.17565,15.58342,PL,87,44377
Kolo,52.20024,18.63865,PL,86,23493
Knurow,50.21971,18.65067,PL,83,39744
Kluczbork,50.97281,18.21816,PL,79,25978
Klodzko,50.43488,16.66145,PL,72,27941
Kety,49.88214,19.22333,PL,77,19249
Kedzierzyn-Kozle,50.34984,18.22606,PL,79,65636
Katowice,50.25841,19.02754,PL,83,317316
Kartuzy,54.33424,18.19735,PL,82,15002
Kamienna Gora,50.78314,16.03037,PL,72,21743
Kalisz,51.76109,18.09102,PL,86,108759
Jelenia Gora,50.89973,15.72899,PL,72,87310
Jelcz,51.02102,17.32095,PL,72,15308
Jaworzno,50.20528,19.27498,PL,83,96541
Jawor,51.05132,16.19347,PL,72,23865
Jastrzebie Zdroj,49.95542,18.57479,PL,83,95813
Jarocin,51.97266,17.50256,PL,86,25665
Inowroclaw,52.79886,18.26387,PL,73,77597
Ilawa,53.59601,19.56849,PL,85,32557
Gubin,51.94956,14.72837,PL,76,16629
Gryfino,53.25243,14.48831,PL,87,21270
Gryfice,53.9165,15.20027,PL,87,16720
Grudziadz,53.48411,18.75366,PL,73,99486
Gostynin,52.42938,19.46194,PL,78,18976
Gostyn,51.88247,17.01225,PL,86,20771
Gorzow Wielkopolski,52.73679,15.22878,PL,76,124430
Goleniow,53.56392,14.82854,PL,87,22505
Gniezno,52.53481,17.58259,PL,86,70269
Glucholazy,50.31505,17.38355,PL,79,15120
Glowno,51.96463,19.71565,PL,74,15103
Glogow,51.66361,16.0845,PL,72,68530
Gliwice,50.29761,18.67658,PL,83,198835
Gdynia,54.51889,18.53188,PL,82,253730
Gdansk,54.35205,18.64637,PL,82,461865
Fordon,53.14821,18.17036,PL,73,70000
Elblag,54.1522,19.40884,PL,85,127558
Dzierzoniow,50.7282,16.65141,PL,72,34168
Dabrowa Gornicza,50.31818,19.2374,PL,83,130601
Czestochowa,50.79646,19.12409,PL,83,248125
Czerwionka-Leszczyny,50.15007,18.67762,PL,83,28740
Czeladz,50.31542,19.07824,PL,83,34308
Czechowice-Dziedzice,49.91342,19.00479,PL,83,34703
Cieszyn,49.75133,18.63213,PL,83,35586
Chrzanow,50.13546,19.40203,PL,77,39973
Choszczno,53.16905,15.42054,PL,87,15733
Chorzow,50.30582,18.9742,PL,83,113430
Chojnice,53.69554,17.55701,PL,82,39407
Chodziez,52.99505,16.9198,PL,86,19776
Chelmza,53.18463,18.60466,PL,73,15403
Chelmno,53.34855,18.4251,PL,73,20576
Bytow,54.17057,17.49187,PL,82,16724
Bytom,50.34802,18.93282,PL,83,189186
Bydgoszcz,53.1235,18.00762,PL,73,366452
Brzeg,50.86079,17.4674,PL,79,38259
Brodnica,53.25967,19.39653,PL,73,27341
Braniewo,54.37971,19.81959,PL,85,18356
Boleslawiec,51.26418,15.5697,PL,72,40682
Boguszow-Gorce,50.75514,16.20494,PL,72,16726
Bogatynia,50.90747,14.95634,PL,72,18688
Bierun,50.09,19.09291,PL,83,19659
Bielsko-Biala,49.82245,19.04686,PL,83,176515
Bielawa,50.69075,16.623,PL,72,30824
Bialogard,54.00696,15.98751,PL,87,24265
Belchatow,51.36883,19.35671,PL,74,62896
Bedzin,50.32607,19.12565,PL,83,58236
Andrychow,49.85497,19.33834,PL,77,21954
Aleksandrow Lodzki,51.81965,19.30384,PL,74,20292
Ursynow,52.15051,21.05041,PL,78,147676
Praga Polnoc,52.25443,21.03472,PL,78,93192
Praga Poludnie,52.24424,21.08545,PL,78,187845
Jelcz Laskowice,51.02134,17.31649,PL,72,15340
Saint-Pierre,46.77914,-56.1773,PM,97502,6200
Adamstown,-25.06597,-130.10147,PN,,46
Aguadilla,18.42745,-67.15407,PR,5,16073
Arecibo,18.47245,-66.71573,PR,13,49318
Barceloneta,18.4505,-66.53851,PR,17,22322
Bayamon,18.39856,-66.15572,PR,21,203499
Caguas,18.23412,-66.0485,PR,25,86804
Candelaria,18.40411,-66.20878,PR,137,17631
Carolina,18.38078,-65.95739,PR,31,170404
Catano,18.44134,-66.11822,PR,33,28093
Cayey,18.11191,-66.166,PR,35,18494
Fajardo,18.32579,-65.65238,PR,53,34068
Guayama,17.98413,-66.11378,PR,57,21575
Guaynabo,18.35745,-66.111,PR,61,81360
Humacao,18.14968,-65.82738,PR,69,20387
Levittown,18.44995,-66.18156,PR,137,29785
Manati,18.42745,-66.49212,PR,91,16092
Mayagueez,18.20107,-67.13962,PR,97,78647
